1772,"铜",9416,"tong2","copper","none"
1773,"齿",9415,"chi3","tooth","none"
1774,"跨",9404,"kua4","step across/step astride","none"
1775,"押",9401,"ya1","detain in custody","none"
1776,"怖",9400,"bu4","terror/terrified/afraid/frightened","none"
1777,"漠",9366,"mo4","desert/unconcerned","none"
1778,"疲",9364,"pi2","weary","none"
1779,"叛",9361,"pan4","to betray/to rebel/to revolt","none"
1780,"遣",9335,"qian3","dispatch","none"
1781,"兹",9319,"zi1","herewith","none"
1782,"祭",9316,"ji4/zhai4","offer sacrifice, (surname)","none"
1783,"醉",9292,"zui4","intoxicated","none"
1784,"拳",9290,"quan2","fist","none"
1785,"弥",9276,"mi2","full/to fill, overflowing","none"
1786,"斜",9264,"xie2","slanting","none"
1787,"档",9248,"dang4","cross-piece/official records/grade (of goods)/file/records/shelves","none"
1788,"稀",9234,"xi1","diluted/sparse","none"
1789,"捷",9225,"jie2","victory/triumph/quick/prompt/rapid","none"
1790,"肤",9214,"fu1","skin","none"
1791,"疫",9202,"yi4","epidemic/plague","none"
1792,"肿",9202,"zhong3","swollen","none"
1793,"豆",9179,"dou4","bean/peas, bean/sacrificial vessel","none"
1794,"削",9169,"xiao1/xue1","to scrape, to reduce/to pare (away)/to cut (down)","none"
1795,"岗",9163,"gang3","mound/policeman's beat","none"
1796,"晃",9157,"huang3/huang4","dazzle, sway/to shade","none"
1797,"吞",9142,"tun1","to swallow/to take","none"
1798,"宏",9134,"hong2","spacious","none"
1799,"癌",9114,"ai2/yan2","cancer, cancer (old pronuniation)/carcinoma","none"
1800,"肚",9102,"du3/du4","tripe, belly","none"
1801,"隶",9100,"li4","attached to/scribe","none"
1802,"履",9091,"lu:3/lv3","shoe/to tread on","none"
1803,"涨",9089,"zhang3/zhang4","to rise (of prices, rivers), to swell/distend","none"
1804,"耀",9060,"yao4","brilliant/glorious","none"
1805,"扭",9054,"niu3","to turn/to twist/to grab/to wring","none"
1806,"坛",9049,"tan2","altar","none"
1807,"拨",9047,"bo1","to push aside/to appropriate (money)/to move/to set aside/group/batch/to poke/to stir","none"
1808,"沃",9047,"wo4","fertile/rich","none"
1809,"绘",9039,"hui4","to draw/to paint","none"
1810,"伐",9028,"fa2","(v) cut down; fell/(v) dispatch an expedition against; descend upon","none"
1811,"堪",9026,"kan1","endure","none"
1812,"仆",8976,"pu1/pu2","fall prostrate, servant","none"
1813,"郭",8931,"guo1","(surname)/outer city wall","none"
1814,"牺",8926,"xi1","sacrifice","none"
1815,"歼",8910,"jian1","annihilate","none"
1816,"墓",8890,"mu4","tomb","none"
1817,"雇",8857,"gu4","hire","none"
1818,"廉",8854,"lian2","incorrupt/inexpensive","none"
1819,"契",8845,"qi4","contract","none"
1820,"拼",8842,"pin1","piece together/stake (all)/spell/join together","none"
1821,"惩",8839,"cheng2","punish/discipline","none"
1822,"捉",8838,"zhuo1","to clutch/to grab/to capture","none"
1823,"覆",8795,"fu4","to cover/to overflow/to reply to a letter/to overturn/to capsize","none"
1824,"刷",8773,"shua1/shua4","brush, to select","none"
1825,"劫",8752,"jie2","plunder","none"
1826,"嫌",8748,"xian2","to dislike/to suspect","none"
1827,"瓜",8740,"gua1","melon/claw/gourd/squash","none"
1828,"歇",8733,"xie1","to rest","none"
1829,"雕",8713,"diao1","engrave, engrave/shrewd, golden eagle","none"
1830,"闷",8708,"men1/men4","smother/stuffy, melancholy","none"
1831,"乳",8701,"ru3","breast/milk","none"
1832,"串",8695,"chuan4","to string together/to mix up/to conspire/to connect/(a measure word)/string","none"
1833,"娃",8662,"wa2","baby/doll","none"
1834,"缴",8659,"jiao3","hand in/hand over","none"
1835,"唤",8657,"huan4","to call","none"
1836,"赢",8657,"ying2","to beat/to win/to profit","none"
1837,"莲",8650,"lian2","lotus","none"
1838,"霸",8639,"ba4","feudal chief/rule by force/tyrant/lord/master/hegemon/usurp","none"
1839,"桃",8639,"tao2","peach","none"
1840,"妥",8634,"tuo3","secure/sound","none"
1841,"瘦",8632,"shou4","tight/thin/lean","none"
1842,"搭",8626,"da1","build (scaffolding)/take (boat, train)/hang/join/match/take passage","none"
1843,"赴",8594,"fu4","go towards/go to/attend (a banquet, etc.)/to go","none"
1844,"岳",8577,"yue4","(surname)/mountain/wife's father, mountain","none"
1845,"嘉",8576,"jia1","excellent","none"
1846,"舱",8575,"cang1","cabin/the hold of a ship or airplane","none"
1847,"俊",8543,"4-Jun","smart/eminent/handsome/talented","none"
1848,"址",8541,"zhi3","location/site","none"
1849,"庞",8531,"pang2","(surname)/huge/enormous/tremendous","none"
1850,"耕",8525,"geng1","to plow/to till","none"
1851,"锐",8522,"rui4","acute","none"
1852,"缝",8512,"feng2/feng4","to sew/to stitch, crack/seam","none"
1853,"悔",8485,"hui3","regret","none"
1854,"邀",8484,"yao1","invite to come","none"
1855,"玲",8475,"ling2","(used in compounds)/tinkling of gem-pendants","none"
1856,"惟",8469,"wei2","Err:508","none"
1857,"斥",8464,"chi4","blame/reprove/reprimand","none"
1858,"宅",8464,"zhai2","residence","none"
1859,"添",8460,"tian1","to add/to increase/to replenish","none"
1860,"挖",8449,"wa1","to dig/to excavate/to scoop out","none"
1861,"呵",8433,"a1/he1","(phonetic particle), expel breath/my goodness","none"
1862,"讼",8410,"song4","litigation","none"
1863,"氧",8401,"yang3","oxygen","none"
1864,"浩",8387,"hao4","grand/vast (water)","none"
1865,"羽",8366,"yu3","feather","none"
1866,"斤",8365,"jin1","catty/weight equal to 0.5 kg","none"
1867,"酷",8345,"ku4","ruthless/strong (as of wine)/(slang loan from English) cool, great","none"
1868,"掠",8343,"lue4/lue3","plunder","none"
1869,"妖",8337,"yao1","goblin/witch/devil/bewitching/enchanting/monster/phantom","none"
1870,"祸",8336,"huo4","disaster","none"
1871,"侍",8320,"shi4","attend on","none"
1872,"乙",8313,"yi3","B (in a sequence of examples involving ""A"", ""B"", ""C"", etc.)/2nd heavenly stem/2nd in order","none"
1873,"妨",8311,"fang2","hinder/harm","none"
1874,"贪",8304,"tan1","greedy","none"
1875,"挣",8297,"zheng1/zheng4","struggle, to earn/to make (money)","none"
1876,"汪",8294,"wang1","(surname)/expanse of water/ooze","none"
1877,"尿",8292,"sui1/niao4","urinate/urine","none"
1878,"莉",8289,"li4","jasmine","none"
1879,"悬",8282,"xuan2","hang/suspend","none"
1880,"唇",8279,"chun2","lip","none"
1881,"翰",8279,"han4","pen","none"
1882,"仓",8275,"cang1","barn/granary/storehouse/cabin/hold (in ship)","none"
1883,"轨",8273,"gui3","course/path/track/rail","none"
1884,"枚",8270,"mei2","M for small objects","none"
1885,"盐",8266,"yan2","salt","none"
1886,"览",8259,"lan3","look over/to view","none"
1887,"傅",8256,"fu4","(surname)/tutor","none"
1888,"帅",8249,"shuai4","handsome/graceful/smart/commander in chief","none"
1889,"庙",8220,"miao4","temple/monastery","none"
1890,"芬",8218,"fen1","fragrant","none"
1891,"屏",8208,"bing3/ping2","get rid of/put aside/reject/keep control/hold back, (standing) screen","none"
1892,"寺",8200,"si4","Buddhist temple","none"
1893,"胖",8184,"pang4","fat/plump","none"
1894,"璃",8176,"li2","colored glaze/glass","none"
1895,"愚",8144,"yu2","stupid","none"
1896,"滴",8104,"di1","a drop/to drip","none"
1897,"疏",8101,"shu1","negligent/sparse/thin","none"
1898,"萧",8097,"xiao1","mournful","none"
1899,"姿",8092,"zi1","beauty/disposition/looks/appearance","none"
1900,"颤",8080,"zhan4/chan4","to tremble/to shiver/to shake/to vibrate","none"
1901,"丑",8067,"chou3","2nd Earthly Branch/clown/Chou (surname), shameful/ugly/disgraceful","none"
1902,"劣",8067,"lie4","inferior","none"
1903,"柯",8061,"ke1","(surname)/handle of axe/stem","none"
1904,"寸",8056,"cun4","a unit of length/inch/thumb","none"
1905,"扔",8045,"reng1","throw","none"
1906,"盯",8041,"ding1","stare/gaze","none"
1907,"辱",8029,"ru3","disgrace/insult","none"
1908,"匹",8025,"pi1/pi3","mate/one of a pair, (measure word for horses, mules, a bolt of cloth)/ordinary person","none"
1909,"俱",8024,"ju1/ju4","entirely/without exception, a social club","none"
1910,"辨",8023,"bian4","distinguish/recognize","none"
1911,"饿",7992,"e4","to be hungry/hungry","none"
1912,"蜂",7989,"feng1","bee/wasp","none"
1913,"哦",7980,"e2/o2/o4","to chant, oh is that so","none"
1914,"腔",7975,"qiang1","cavity of body/tune","none"
1915,"郁",7968,"yu4","(surname)/elegant, dense (growth)/melancholy","none"
1916,"溃",7962,"kui4","be dispersed/break down","none"
1917,"谨",7960,"jin3","cautious","none"
1918,"糟",7960,"zao1","dregs/to waste/spoil, to waste/spoil","none"
1919,"葛",7952,"ge2/ge3","coarse grass linen, (surname)","none"
1920,"苗",7946,"miao2","(surname)/Miao tribe/sprout","none"
1921,"肠",7939,"chang2","intestines","none"
1922,"忌",7938,"ji4","avoid as taboo/jealous","none"
1923,"溜",7935,"liu1","slip away/to skate","none"
1924,"鸿",7931,"hong2","eastern bean goose/great/large","none"
1925,"爵",7902,"jue2","nobility/(ancient wine holder with 3 legs and loop handle)","none"
1926,"鹏",7895,"peng2","large fabulous bird","none"
1927,"鹰",7890,"ying1","eagle/falcon/hawk","none"
1928,"笼",7888,"long2","basket/cage","none"
1929,"丘",7886,"qiu1","Confucius/given name/mound, earthenware, earthenware vessel","none"
1930,"桂",7877,"gui4","Cinnamonum cassia","none"
1931,"滋",7874,"zi1","excite/nourish/this","none"
1932,"聊",7865,"liao2","to chat/to have a chat/to kill time","none"
1933,"挡",7851,"dang3/dang4","hinder/resist/obstruct/hinder/cover/keep off/a cover/to block/to get in the way of, arrange/put in order","none"
1934,"纲",7832,"gang1","head rope of a fishing net/guiding principle/key link/class (taxonomy)/outline/program","none"
1935,"肌",7830,"ji1","flesh/muscle","none"
1936,"茨",7823,"ci2","Tribulus terrestris/thatched hut","none"
1937,"壳",7813,"ke2/qiao4","shell, shell","none"
1938,"痕",7805,"hen2","scar/traces","none"
1939,"碗",7773,"wan3","bowl/cup","none"
1940,"穴",7772,"xue2","hole/cave","none"
1941,"膀",7731,"bang3/bang4/pang1/pang2","upper arm/wing, to flirt, puffed (swollen), bladder","none"
1942,"卓",7714,"zhuo2","(surname)/outstanding","none"
1943,"贤",7713,"xian2","worthy (person)","none"
1944,"卧",7696,"wo4","to lie/to crouch","none"
1945,"膜",7694,"mo2","(n) membrane; film","none"
1946,"毅",7686,"yi4","perseverance","none"
1947,"锦",7682,"jin3","brocade/embroidered work/bright","none"
1948,"欠",7682,"qian4","deficient/owe/to lack/yawn","none"
1949,"哩",7677,"li1/li3/li","(onomat.), mile, (part. for continued state)","none"
1950,"函",7672,"han2","envelope/case/letter","none"
1951,"茫",7659,"mang2","vague/vast","none"
1952,"昂",7637,"ang2","high/raise (head), high/soaring/raise/lift/expensive/to raise one's head","none"
1953,"薛",7630,"xue1","(surname)/wormwood","none"
1954,"皱",7609,"zhou4","to wrinkle/wrinkled/to crease","none"
1955,"夸",7594,"kua1","to boast","none"
1956,"豫",7590,"yu4","beforehand/prepare","none"
1957,"胃",7533,"wei4","stomach","none"
1958,"舌",7511,"she2","tongue","none"
1959,"剥",7504,"bo1/bao1","peel/to skin","none"
1960,"傲",7503,"ao4","proud/overbearing/insolent/arrogant","none"
1961,"拾",7497,"shi2","pick up/ten (fraud-proof)","none"
1962,"窝",7456,"wo1","nest","none"
1963,"睁",7454,"zheng1","to open (eye)","none"
1964,"携",7449,"xie2","to carry/to take along/to bring along/to hold (hands)","none"
1965,"陵",7436,"ling2","mound/tomb/hill/mountain","none"
1966,"哼",7419,"heng1/hng","hum, (interj. of contempt)","none"
1967,"棉",7416,"mian2","cotton","none"
1968,"晴",7405,"qing2","clear/fine (weather)","none"
1969,"铃",7404,"ling2","(small) bell","none"
1970,"填",7401,"tian2","to fill in","none"
1971,"饲",7399,"si4","to raise/to rear/to feed","none"
1972,"渴",7395,"ke3","thirsty","none"
1973,"吻",7395,"wen3","kiss/mouth","none"
1974,"扮",7372,"ban4","to disguise oneself/to dress up/adorn","none"
1975,"逆",7339,"ni4","contrary/opposite/backwards/to go against/to oppose/to betray/to rebel","none"
1976,"脆",7336,"cui4","crisp/brittle/clear and loud voice","none"
1977,"喘",7320,"chuan3","to gasp/to pant/asthma","none"
1978,"罩",7309,"zhao4","cover/fish trap (basket)/shade","none"
1979,"卜",7301,"bo/bu3","turnip, to divine/foretell","none"
1980,"炉",7295,"lu2","stove","none"
1981,"柴",7276,"chai2","(surname)/firewood","none"
1982,"愉",7259,"yu2","pleased","none"
1983,"绳",7256,"sheng2","rope","none"
1984,"胎",7256,"tai1","fetus/litter","none"
1985,"蓄",7213,"xu4","to store","none"
1986,"眠",7195,"mian2","sleep","none"
1987,"竭",7194,"jie2","exhaust","none"
1988,"喂",7184,"wei4","(interjection) hello/to feed (someone or some animal)/hey/telephone greeting, to feed","none"
1989,"傻",7167,"sha3","foolish","none"
1990,"慕",7165,"mu4","admire","none"
1991,"浑",7136,"hun2","muddy","none"
1992,"奸",7132,"jian1","traitor, adultery","none"
1993,"扇",7125,"shan1/shan4","to fan, (a measure word for doors, windows, etc.)","none"
1994,"柜",7101,"gui4/ju3","cupboard/cabinet/wardrobe, Salix multinervis","none"
1995,"悦",7094,"yue4","pleased","none"
1996,"拦",7091,"lan2","cut off/hinder","none"
1997,"诞",7085,"dan4","birth/birthday/brag/boast/to increase","none"
1998,"饱",7059,"bao3","to eat till full/satisfied","none"
1999,"乾",7057,"gan1/qian2","dry, (surname)/male/strong/one of the Eight Trigrams","none"
2000,"泡",7046,"pao1/pao4","puffed/swollen, to steep/soak/bubble(s)/foam","none"
2001,"贼",7045,"zei2","thief","none"
2002,"亭",7041,"ting2","pavilion","none"
2003,"夕",7025,"xi1/xi4","evening, dusk","none"
2004,"爹",7016,"die1","dad","none"
2005,"酬",7011,"chou2","entertain/repay/return/reward/compensate","none"
2006,"儒",7004,"ru2","scholar/Confucian","none"
2007,"姻",6998,"yin1","marriage connections","none"
2008,"卵",6971,"luan3","ovum","none"
2009,"氛",6968,"fen1","miasma/vapor","none"
2010,"泄",6955,"xie4","divulge/leak out","none"
2011,"杆",6944,"gan1/gan3","pole, measure for guns, stick/pole","none"
2012,"挨",6930,"ai1/ai2","lean to/in order/in sequence, next to/suffer (hunger)/endure/drag out/delay/stall/play for time","none"
2013,"僧",6920,"seng1","monk","none"
2014,"蜜",6919,"mi4","honey","none"
2015,"吟",6916,"yin2","moan/to hum","none"
2016,"猩",6909,"xing1","ape","none"
2017,"遂",6904,"sui4/sui2","forthwith","none"
2018,"狭",6901,"xia2","narrow/narrow-minded","none"
2019,"肖",6899,"xiao4/xiao1","similar/resembling/to resemble/to be like","none"
2020,"甜",6894,"tian2","sweet","none"
2021,"霞",6885,"xia2","red clouds","none"
2022,"驳",6879,"bo2","argue/parti-colored/tranship/dispute/contradict/refute, argue/parti-colored/tranship","none"
2023,"裕",6871,"yu4","abundant","none"
2024,"顽",6868,"wan2","mischievous/obstinate/to play/stupid/stubborn/naughty","none"
2025,"於",6858,"yu1/yu2","(surname)","none"
2026,"摘",6845,"zhai1","to borrow/to pick (flowers, fruit)/to pluck/to take/to select","none"
2027,"矮",6834,"ai3","short (not tall)","none"
2028,"秒",6829,"miao3","(a measure word)/second","none"
2029,"卿",6825,"qing1","(old) minister/(old) term of endearment between spouses/thou (poet.)","none"
2030,"畜",6821,"chu4/xu4","livestock/domesticated animal/domestic animal, to raise (animals)","none"
2031,"咽",6818,"yan1/yan4/ye4","narrow pass/throat, to swallow, to choke (in crying)","none"
2032,"披",6790,"pi1","scatter/separate/to open/to unroll/to spread out","none"
2033,"辅",6782,"fu3","to assist/to complement/auxiliary","none"
2034,"勾",6780,"gou1/gou4","to cancel/to delineate/hook, affair/to reach for (with hand)","none"
2035,"盆",6780,"pen2","basin","none"
2036,"疆",6779,"jiang1","border/boundary","none"
2037,"赌",6759,"du3","bet/gamble","none"
2038,"塑",6744,"su4","to model (a figure) in clay","none"
2039,"畏",6722,"wei4","to fear","none"
2040,"吵",6709,"chao3","to quarrel/to make a noise/noisy/to disturb by making a noise","none"
2041,"囊",6709,"nang2","sack","none"
2042,"嗯",6707,"en1/ng/en4","(a groaning sound)","none"
2043,"泊",6695,"bo2","to anchor/touch at/to moor","none"
2044,"肺",6692,"fei4","lung","none"
2045,"骤",6688,"zhou4","sudden/suddenly","none"
2046,"缠",6675,"chan2","to bother/wind around/wrap round/coil/involve/annoy/tangle","none"
2047,"冈",6651,"gang1","ridge/mound","none"
2048,"羞",6651,"xiu1","shy/ashamed/shame/bashful","none"
2049,"瞪",6644,"deng4","stare at","none"
2050,"吊",6637,"diao4","to hang a person, condole with/hang","none"
2051,"贾",6627,"gu3/jia3","merchant/to buy, (surname)","none"
2052,"漏",6627,"lou4","funnel/to leak/to let out/to divulge","none"
2053,"斑",6622,"ban1","variegated","none"
2054,"涛",6611,"tao1","big wave","none"
2055,"悠",6604,"you1","at ease/long (in time)/sad","none"
2056,"鹿",6599,"lu4","deer","none"
2057,"俘",6594,"fu2","prisoner of war","none"
2058,"锡",6586,"xi2/xi1","tin","none"
2059,"卑",6572,"bei1","low/base/vulgar/inferior/humble","none"
2060,"葬",6558,"zang4","bury (the dead)","none"
2061,"铭",6555,"ming2","inscribed motto","none"
2062,"滩",6550,"tan1","beach/shoal","none"
2063,"嫁",6539,"jia4","marry (a husband)","none"
2064,"催",6538,"cui1","urge/press/expedite/prompt/hurry","none"
2065,"璇",6536,"xuan2","(jade)","none"
2066,"翅",6524,"chi4","wing","none"
2067,"盒",6506,"he2","small box/case","none"
2068,"蛮",6503,"man2","barbarian/bullying/very/quite/rough/reckless","none"
2069,"矣",6490,"yi3","final part.","none"
2070,"潘",6477,"pan1","(surname)","none"
2071,"歧",6451,"qi2","divergent/side road","none"
2072,"赐",6431,"ci4","confer/bestow/grant","none"
2073,"鲍",6416,"bao4","abalone","none"
2074,"锅",6416,"guo1","pot/pan/boiler","none"
2075,"廊",6413,"lang2","porch","none"
2076,"拆",6412,"chai1","to tear open/to tear down/to tear apart/to open","none"
2077,"灌",6403,"guan4","irrigate/pour","none"
2078,"勉",6398,"mian3","exhort","none"
2079,"盲",6395,"mang2","blind","none"
2080,"宰",6390,"zai3","slaughter/butcher/govern/rule/official","none"
2081,"佐",6378,"zuo3","assist","none"
2082,"啥",6331,"sha2","(dialect) what","none"
2083,"胀",6327,"zhang4","dropsical/swollen/to swell/to be bloated","none"
2084,"扯",6325,"che3","pull/tear/to talk casually","none"
2085,"禧",6308,"xi3","joy","none"
2086,"辽",6300,"liao2","Liaoning/name of a dynasty","none"
2087,"抹",6299,"mo3/mo4","play/to smear, girdle/brassiere/to plaster","none"
2088,"筒",6296,"tong3","tube/cylinder","none"
2089,"棋",6294,"qi2","chess","none"
2090,"裤",6282,"ku4","drawers/trousers/pants","none"
2091,"唉",6269,"ai1/ai4","an interjection/to express realization or agreement (yes, oh, right, etc), alas/oh dear","none"
2092,"朴",6261,"po4/pu3","Celtis sinensis var. japonica, Pak or Park (Korean surname)/plain and simple","none"
2093,"咐",6257,"fu4","to order","none"
2094,"孕",6256,"yun4","pregnant","none"
2095,"誓",6249,"shi4","oath/vow/to swear/to pledge","none"
2096,"喉",6233,"hou2","throat/larynx","none"
2097,"妄",6228,"wang4","absurd/fantastic","none"
2098,"拘",6224,"ju1","adhere/capture/restrain","none"
2099,"链",6223,"lian4","chain/lead or tin ore","none"
2100,"驰",6199,"chi2","run fast/speed/spread/gallop","none"
2101,"栏",6182,"lan2","fence/railing/hurdle","none"
2102,"逝",6182,"shi4","depart/die","none"
2103,"窃",6174,"qie4","I beg to presume/steal","none"
2104,"艳",6172,"yan4","glamorous","none"
2105,"臭",6166,"chou4/xiu4","stench/stink/smelly/to smell (bad), sense of smell/smell bad","none"
2106,"纤",6166,"qian4/xian1","boatman's tow-rope, fine/delicate/minute","none"
2107,"玑",6165,"ji1","irregular pearl","none"
2108,"棵",6159,"ke1","M for plants","none"
2109,"趁",6154,"chen4","avail oneself of/take advantage of","none"
2110,"匠",6142,"jiang4","craftsman","none"
2111,"盈",6142,"ying2","full/filled/surplus","none"
2112,"翁",6137,"weng1","(surname)/elderly person","none"
2113,"愁",6135,"chou2","worry about","none"
2114,"瞬",6119,"shun4","to wink","none"
2115,"婴",6114,"ying1","infant/baby","none"
2116,"孝",6112,"xiao4","filial","none"
2117,"颈",6104,"jing3","neck","none"
2118,"倘",6072,"tang3","if","none"
2119,"浙",6045,"zhe4","Zhejiang","none"
2120,"谅",6024,"liang4","forgive","none"
2121,"蔽",6016,"bi4","to cover/to shield/to screen/to conceal","none"
2122,"畅",6012,"chang4","smooth/fluent/joyful/happy","none"
2123,"赠",6004,"zeng4","give present","none"
2124,"妮",6000,"ni1","girl/phonetic ""ni"" (in girl's name)","none"
2125,"莎",5990,"sha1/suo1","(insect)/(phonetic), (grass)/Cyperus rotundus","none"
2126,"尉",5988,"wei4","(surname)/milit. official/to quiet","none"
2127,"冻",5984,"dong4","to freeze","none"
2128,"跪",5955,"gui4","kneel","none"
2129,"闯",5954,"chuang3","to rush/break through","none"
2130,"葡",5943,"pu2","grapes","none"
2131,"後",5938,"hou4",,"none"
2132,"厨",5932,"chu2","kitchen","none"
2133,"鸭",5932,"ya1","duck","none"
2134,"颠",5921,"dian1","inverted/jolt/top","none"
2135,"遮",5914,"zhe1","cover up (a shortcoming)/screen off/to hide/to conceal","none"
2136,"谊",5902,"yi4","friendship","none"
2137,"圳",5901,"zhen4","furrow in field, small drainage","none"
2138,"吁",5891,"xu1/yu4","sh/hush, implore","none"
2139,"仑",5882,"lun2","arrange, Koulkun mountains","none"
2140,"辟",5876,"bi4/pi4","king/emperor/monarch/royal/ward off, law, dispel/open up/refute","none"
2141,"瘤",5875,"liu2","tumor","none"
2142,"嫂",5863,"sao3","older brother's wife; sister-in-law","none"
2143,"陀",5863,"tuo2","(phonetic)/declivity/steep bank","none"
2144,"框",5853,"kuang4","frame/door frame","none"
2145,"谭",5849,"tan2","(surname)","none"
2146,"亨",5845,"heng1","prosperous","none"
2147,"钦",5840,"qin1","royal","none"
2148,"庸",5835,"yong1","ordinary/to use","none"
2149,"歉",5833,"qian4","apologize/deficient/to regret","none"
2150,"芝",5832,"zhi1","Zoysia pungens","none"
2151,"吼",5814,"hou3","roar (of a lion)","none"
2152,"甫",5805,"fu3","just/just now","none"
2153,"衫",5802,"shan1","Chinese gown (unlined)","none"
2154,"摊",5798,"tan1","spread out/vendor's stand","none"
2155,"宴",5798,"yan4","feast/repose","none"
2156,"嘱",5788,"zhu3","enjoin","none"
2157,"衷",5781,"zhong1","inner feelings","none"
2158,"娇",5772,"jiao1","lovable/pampered/tender/delicate/frail","none"
2159,"陕",5769,"shan3/Shan3","Shaanxi","none"
2160,"矩",5766,"ju3","carpenter's square/rule","none"
2161,"浦",5766,"pu3","beach","none"
2162,"讶",5760,"ya4","astounded","none"
2163,"耸",5758,"song3","excite/raise up/to shrug/high/lofty/towering","none"
2164,"裸",5752,"luo3","naked","none"
2165,"碧",5751,"bi4","green jade/bluish green/blue/jade","none"
2166,"摧",5743,"cui1","break/destroy/devastate/ravage/repress","none"
2167,"薪",5741,"xin1","fuel/salary","none"
2168,"淋",5737,"lin4/lin2","diseases of the bladder/to drain/to drip","none"
2169,"耻",5735,"chi3","shame/disgrace","none"
2170,"胶",5721,"jiao1","glue/gum","none"
2171,"屠",5718,"tu2","slaughter/slaughter man","none"
2172,"鹅",5703,"e2","goose","none"
2173,"饥",5689,"ji1","hungry","none"
2174,"盼",5689,"pan4","to hope for/to long for/to expect","none"
2175,"脖",5682,"bo2","neck","none"
2176,"虹",5670,"hong2/jiang4","rainbow, rainbow","none"
2177,"翠",5661,"cui4","bluish-green/green jade","none"
2178,"崩",5658,"beng1","collapse/fall into ruins","none"
2179,"账",5652,"zhang4","account","none"
2180,"萍",5646,"ping2","duckweed","none"
2181,"逢",5632,"feng2","every time/meet by chance","none"
2182,"赚",5630,"zhuan4/zuan4","earn/make a profit, cheat/swindle","none"
2183,"撑",5628,"cheng1","support/prop-up/to pole a boat/to open/to overfill","none"
2184,"翔",5625,"xiang2","soar","none"
2185,"倡",5622,"chang4","initiate/instigate/introduce/lead/initiate","none"
2186,"绵",5622,"mian2","cotton/incessant/soft/downy","none"
2187,"猴",5582,"hou2","monkey","none"
2188,"枯",5582,"ku1","dried up","none"
2189,"巫",5576,"wu1","witch","none"
2190,"昭",5569,"zhao1","illustrious/manifest","none"
2191,"怔",5561,"zheng1","be startled","none"
2192,"渊",5551,"yuan1","abyss","none"
2193,"凑",5544,"cou4","assemble/put together/press near/come together","none"
2194,"溪",5543,"qi1/xi1","creek, creek","none"
2195,"蠢",5542,"chun3","blunt/stupid/to wiggle (of worms)/sluggish","none"
2196,"禅",5540,"chan2/shan4","meditation/abstraction/(Zen) Buddhism, abdicate","none"
2197,"阐",5532,"chan3","to express/disclose/enlighten/open","none"
2198,"旺",5529,"wang4","prosperous/flourishing/to prosper/to flourish","none"
2199,"寓",5519,"yu4","reside/residence","none"
2200,"藤",5514,"teng2","rattan/cane","none"
2201,"匪",5511,"fei3","bandit","none"
2202,"伞",5511,"san3","umbrella/parasol","none"
2203,"碑",5509,"bei1","a monument/an upright stone tablet/stele","none"
2204,"挪",5500,"nuo2","to shift/to move","none"
2205,"琼",5495,"qiong2","(red stone)/beautiful","none"
2206,"脂",5492,"zhi1","fat","none"
2207,"谎",5481,"huang3","lies/to lie","none"
2208,"慨",5479,"kai3","generous/sad","none"
2209,"菩",5477,"pu2","Bodhisattva","none"
2210,"萄",5463,"tao2","grapes","none"
2211,"狮",5456,"shi1","lion","none"
2212,"掘",5436,"jue2","dig","none"
2213,"抄",5433,"chao1","to copy/to plagiarize/to search and seize/to go/to transcribe/to take a shortcut/to search and confiscate","none"
2214,"岭",5429,"ling3","mountain range","none"
2215,"晕",5420,"yun1/yun4","confused/dizzy/giddy/faint/swoon/lose consciousness/pass out, dizzy/ring around moon or sun","none"
2216,"逮",5418,"dai3/dai4","arrest/catch/seize/until, catch/seize/until","none"
2217,"砍",5418,"kan3","to chop","none"
2218,"掏",5416,"tao1","fish out (from pocket)","none"
2219,"狄",5414,"di2","(surname)/barbarians/name of a tribe","none"
2220,"晰",5412,"xi1","understanding","none"
2221,"罕",5409,"han3","rare","none"
2222,"挽",5389,"wan3","draw/pull/send funeral ode","none"
2223,"脾",5386,"pi2","spleen","none"
2224,"舟",5363,"zhou1","boat","none"
2225,"痴",5359,"chi1","imbecile/sentimental/stupid/foolish/silly, imbecile/sentimental","none"
2226,"蔡",5325,"cai4","(surname)","none"
2227,"剪",5324,"jian3","cut with scissors/scissors","none"
2228,"脊",5316,"ji3","spine/back/ridge","none"
2229,"弓",5315,"gong1","a bow (weapon)","none"
2230,"懒",5307,"lan3","lazy","none"
2231,"叉",5299,"cha1/cha2/cha3","fork/pitchfork/prong/pick/cross/intersect, to cross/be stuck, to diverge/to open (as legs)","none"
2232,"拐",5282,"guai3","kidnap/to turn","none"
2233,"喃",5282,"nan2","mumble in repetition","none"
2234,"僚",5278,"liao2","bureaucrat","none"
2235,"捐",5273,"juan1","to contribute/to donate/tax/to abandon","none"
2236,"姊",5272,"zi3","older sister","none"
2237,"骚",5268,"sao1","have sex appeal","none"
2238,"拓",5256,"ta4/tuo4","make rubbing, expand/support on palm/to develop/to open up","none"
2239,"歪",5251,"wai1","askew","none"
2240,"粘",5231,"nian2/zhan1","sticky, to stick/paste","none"
2241,"柄",5229,"bing3","authority/handle/hilt","none"
2242,"坑",5223,"keng1","pit/to defraud","none"
2243,"陌",5220,"mo4","raised path/street","none"
2244,"窄",5219,"zhai3","narrow","none"
2245,"湘",5207,"xiang1","name of a river","none"
