640,How are you? (friendly),Kako si?,,none
640,How are you? (polite),Kako ste?,,none
640,"I'm fine, thank you!","Dobro sam, hvala!",,none
640,And you? (friendly),A ti?,,none
640,And you? (polite),A Vi?,,none
640,Good,Dobro,,none
640,Not so good,Ne najbolje,,none
640,Long time no see,Nismo se dugo vidjeli,,none
640,I missed you,Nedostajao si mi (m.),,none
640,What's new?,Što ima novog?,,none
640,Nothing new,Ništa,,none
640,Thank you (very much)!,(Puno) hvala! ,,none
640,"You're welcome! (for ""thank you"")",Nema na čemu!,,none
640,My pleasure,Bilo mi je zadovoljstvo,,none
640,Come in! (or: enter!),Uči! (friendly),,none
640,Make yourself at home!,Osječaj se kao kod kuče!,,none
640,Farewell Expressions,Pozdravi na rastanku,,none
640,Have a nice day!,Ugodan ostatak dana!,,none
640,Good night!,Laku noč!,,none
640,Good night and sweet dreams!,Laku noč i dobro sanjaj!,,none
640,See you later!,Vidimo se kasnije!,,none
640,See you soon!,Vidimo se uskoro!,,none
640,See you tomorrow!,Vidimo se sutra!,,none
640,Good bye!,Dovičenja!,,none
640,Have a good trip!,Sretan put!,,none
640,I have to go,Moram iči,,none
640,I will be right back!,Odmah se vračam!,,none
640,Holidays and Wishes,Poželjeti nekome nešto,,none
640,Good luck!,Sretno!,,none
640,Happy birthday!,Sretan ročendan!,,none
640,Happy new year!,Sretna Nova godina!,,none
640,Merry Christmas!,Sretan Božič!,,none
640,Happy Easter!,Sretan Uskrs!,,none
640,Happy St. Valentine's Day,Sretno Valentinovo!,,none
640,Congratulations!,čestitke!,,none
640,Enjoy! (or: bon appetit),Dobar tek!,,none
640,Bless you (when sneezing),Nazdravlje!,,none
640,Best wishes!,Najbolje želje!,,none
640,Cheers! (or: to your health),živjeli!,,none
640,Accept my best wishes,Primi moje iskrene čestitke,,none
640,How to Introduce Yourself,Kako se predstaviti nekome,,none
640,What's your name?,Kako se zoveš?,,none
640,My name is (John Doe),Zovem se (John Doe),,none
640,Nice to meet you!,Drago mi je! (at shaking hands),,none
640,Where are you from?,Odakle sič (friendly),,none
